"Test climate data set for detim/debam glacier (radiation in W/m2, wind in m/s, precip in mm/h, Temp in degC, humidity in %, discharge in m3/s); can only by run from JD 129-166"
year	day	time	airtemp	relhumidity	windspeed	winddir	global_rad	reflected	netradiation	longwave_in	Longwave_out	precip	discharge
1999	155.21	5	-3.2	75.3	1.05	300.6	216.98	197.25	-55.08	213.2	272.89	0	0.9464
1999	155.25	6	-2.55	74.35	0.8	314.6	359.26	339.8	-89.1	215.25	284.33	0	0.9426
1999	155.29	7	-3.4	81.75	0.37	192.25	451.05	428.45	-80.95	215.35	292.59	0	0.9388
1999	155.33	8	-2.39	84.55	0.37	159.6	487.45	444.95	-41.92	238.7	302.45	0	0.9353
1999	155.38	9	-2.43	85.9	0.63	29.2	317.55	280.3	10.55	294	303.51	0	0.932
1999	155.42	10	-2.55	91.95	0.51	41.65	307.6	278	6.43	296.35	304.02	0	0.9291
1999	155.46	11	-2.51	91.2	0.44	276	326.8	293.7	6.11	296.55	305.96	0	0.9266
1999	155.5	12	-1.63	89.4	1.19	186.6	399.95	360.4	8.31	298.4	306.65	0	0.9229
1999	155.54	13	-1.5	87.65	1.4	56.7	350.3	316.8	4.75	298.1	305.23	0	0.9211
1999	155.58	14	-1.4	84.7	0.5	295.65	358.8	320	4.66	297.2	309.55	0	0.9182
1999	155.63	15	-1.21	82.75	0.28	253.25	276.5	247.45	7.11	298.65	308.58	0	0.9146
1999	155.67	16	-1.02	84.1	0.32	275	230.45	205.7	3.88	298.05	306.87	0	0.911
1999	155.71	17	-1.3	86.7	0.75	249.6	217.6	192.15	4.18	297.75	308.4	0	0.9077
1999	155.75	18	-1.28	83.95	0.16	175.18	181.7	157.3	8.24	297.25	308.52	0	0.9042
1999	155.79	19	-0.95	84.25	0.16	134.62	105.2	91.45	2.94	297	306.58	0	0.9007
1999	155.83	20	-1.64	87.9	1.03	95.4	62.21	55.17	0.06	296.05	303.46	0	0.8972
1999	155.88	21	-1.98	89.8	0.56	205.35	26.96	24.2	-1.62	296.3	302.56	0	0.8937
1999	155.92	22	-2.17	92.4	0.92	74.35	12.94	11.65	-2.34	295.65	300.64	0	0.8903
1999	155.96	23	-2.43	93	0.36	335	8.69	7.71	-2.51	295.25	299.72	0	0.8869
1999	156	0	-2.89	95.45	0.82	186.21	4.81	4.29	-2.34	295.05	298.99	0	0.8835
1999	156.04	1	-3.34	97.45	0.69	11.6	3.47	3.18	-2.17	294.45	297.76	0	0.8801
1999	156.08	2	-3.18	98	0.61	196.05	7.7	7.1	-1.68	294.05	297.02	0	0.8768
1999	156.13	3	-3.36	97.35	1.08	197.1	18.26	16.92	-2.34	292.85	296.18	0	0.8735
1999	156.17	4	-3.73	98.1	1.31	304.35	55.67	50.97	-2.65	293.1	296.19	0	0.8702
1999	156.21	5	-3.95	96.45	2.2	214.8	76.57	70.47	-3.57	290.25	293.74	0	0.867
1999	156.25	6	-3.88	95.6	1.85	64.7	121.05	111.85	-3.78	290.7	293.82	0	0.8638
1999	156.29	7	-4.48	93.6	0.99	26.25	176.75	162.25	-3.37	288.5	293.72	0	0.8606
1999	156.33	8	-4.18	92.8	1.37	116.25	227.6	208.5	-2.39	288.1	293.68	0.5	0.8574
1999	156.38	9	-4.16	91	0.72	257.66	327.6	296	4.16	288.55	297.79	1	0.8556
1999	156.42	10	-3.45	87.35	0.65	306.5	449.55	395.5	12.93	290.25	303.64	1.5	0.8658
1999	156.46	11	-2.95	82.55	0.38	255.5	561.2	484.45	23.11	287.8	309.46	0.5	0.8641
1999	156.5	12	-2.89	85	0.5	149.1	478.8	416.1	13.49	286.75	308.4	0	0.8635
1999	156.54	13	-2.35	84.9	0.48	220.07	460.05	399.5	13.52	290.35	307.9	0	0.8612
1999	156.58	14	-1.99	82.85	1.17	66.95	500.5	432.9	21.24	294.3	308.24	0	0.8578
1999	156.63	15	-2.05	84	2.26	69.7	389.35	342.45	12.87	295.1	304.85	0	0.8544
1999	156.67	16	-1.83	85.45	1.91	69.95	302.9	269.6	7.42	296.5	304.64	0	0.851
1999	156.71	17	-1.73	88.85	2.84	75	230.25	204.85	6.01	297.05	304.45	0	0.8477
1999	156.75	18	-2.05	92.6	3.08	73.1	171.15	154.35	4.05	297.85	302.8	0	0.8444
1999	156.79	19	-2.36	94.95	2.9	70.95	88.25	79.95	1.55	297.15	301.88	0	0.8411
1999	156.83	20	-2.22	95.45	2.07	75.5	75.4	67.83	1.51	297.55	302.48	0	0.8378
1999	156.88	21	-2.45	97.2	1.21	198.55	30.17	27.27	-0.52	297.3	301.46	0	0.8346
1999	156.92	22	-2.32	97.3	0.46	67.15	20.64	18.39	-1.1	297.15	301.63	0	0.8314
1999	156.96	23	-2.58	97.8	1.97	160.6	9.79	8.72	-1.41	297.1	300.95	0	0.8282
1999	157	0	-3.17	99.95	0.67	75.1	6.43	5.83	-1.44	297.8	301.13	0	0.825
1999	157.04	1	-2.96	100	0.87	302.75	6.43	5.88	-0.98	298.2	300.92	0	0.8219
1999	157.08	2	-2.97	100	1.02	269.31	10.06	9.31	-0.56	298.25	300.16	0	0.8188
1999	157.13	3	-3.03	99.8	0.47	167.95	25.27	23.98	0.23	298.55	300.52	0	0.8157
1999	157.17	4	-2.79	99.4	0.64	233.2	44.66	42.94	0.97	299.2	300.03	0	0.8127
1999	157.21	5	-3.43	98.45	0.6	218.1	86.3	83.09	1.36	297.8	300.42	0	0.8096
1999	157.25	6	-2.92	97.6	0.92	169.5	155.35	145.55	3.66	296.15	301.8	0	0.8066
1999	157.29	7	-3	97.8	1.32	344.35	228.7	211.85	5.61	296.8	302.65	0.5	0.8036
1999	157.33	8	-3.07	97.5	1.31	283.45	288.25	265.7	3.7	296.7	303.14	0	0.8032
1999	157.38	9	-2.25	96.65	1.47	221	430	387.6	8.49	297.4	306.86	0	0.8006
1999	157.42	10	-2.57	96.8	2.13	80.25	454.3	409.7	7.76	298.35	304.53	0	0.7992
1999	157.46	11	-2.9	96.75	1.4	96.1	476.45	430.4	4.51	299.15	305.76	0	0.7987
1999	157.5	12	-2.75	96.3	1.21	70.45	491.7	440.75	7.73	298.55	306.53	0	0.8077
1999	157.54	13	-2.12	95.15	0.72	164.6	523.95	455.3	15.67	298.25	310.62	0	0.812
1999	157.58	14	-2.31	93.6	0.81	303.55	509.1	439.1	21.24	299.05	313.72	0	0.8102
1999	157.62	15	-2.09	91.3	0.76	282.9	432.65	365.15	23.37	294.95	313.41	0	0.8071
1999	157.67	16	-0.75	86.75	1.14	286.2	334.85	287.05	14.78	296.4	312.52	0	0.8063
1999	157.71	17	-0.4	85.35	0.47	306.35	246.55	215.65	8.92	303.55	312.68	0	0.8029
1999	157.75	18	-0.56	88.4	0.56	54.4	137.6	121.5	3.14	304.65	311.49	0	0.7997
1999	157.79	19	-0.49	94.1	0.23	180.1	82.35	73.49	0.01	307.45	311.97	0	0.7964
1999	157.83	20	-0.76	99.1	0.68	212.3	56.44	51.96	-0.69	310.1	310.58	0.5	0.7931
1999	157.88	21	-0.75	100	0.23	105.1	48.46	44.73	-1.26	310.1	310.83	0	0.7899
1999	157.92	22	-1.1	100	0.28	219.1	55.18	48.59	0.04	309.3	310.83	0.5	0.7867
1999	157.96	23	-0.93	99.85	0.23	205.9	19.14	17.18	-0.9	307.05	308.76	0	0.7835
1999	158	0	-0.34	96.35	0.8	249.4	9.01	8.06	-9.07	293.8	297.98	0	0.7803
1999	158.04	1	-0.31	90.05	1.78	278.5	8.16	7.7	-15.73	270	286.34	0	0.7772
1999	158.08	2	-0.74	90.85	1.6	284.45	14.53	13.18	-15.88	259.2	282.88	0	0.7741
1999	158.13	3	-1.2	91.75	1.26	280.8	26.69	23.58	-12.95	252.9	277.09	0	0.7711
1999	158.17	4	-0.37	90.55	1.19	287.7	143.55	137.95	-31.23	248.15	284.74	0	0.768
1999	158.21	5	0.08	88.5	0.82	310.2	250.85	241.7	-73.26	230.45	292.27	0	0.765
1999	158.25	6	0.67	80.6	0.91	334.5	348.9	332.25	-107.6	229.95	300.92	0	0.762
1999	158.29	7	0.41	86.45	0.51	318.8	453.75	419.7	-95.15	228.3	307.62	0	0.759
1999	158.33	8	1.14	78.95	0.51	279	558.35	501.55	-52.44	230.05	313.16	0	0.7561
1999	158.38	9	2.79	71.26	0.5	239.5	651.9	561.35	-19.99	231.4	315.49	0	0.7621
1999	158.42	10	2.19	68.85	0.52	249.35	721	592.35	2.94	233.15	314.64	0	0.7736
1999	158.46	11	2.95	71.74	0.5	317.9	766	601.65	37.19	233.85	314.9	0	0.7894
1999	158.5	12	3.16	78.75	0.33	302.6	783	593.95	64.36	234.9	316	0	0.8025
1999	158.54	13	3.81	75.7	1.09	276.9	771.5	570.85	76.1	235.75	315.57	0	0.8117
1999	158.58	14	3.9	73.75	0.97	295.95	730.5	525.8	87.6	238.05	316	0	0.8178
1999	158.63	15	4.44	71.45	1.02	285.55	664.8	464.8	82.3	238.7	315.48	0	0.8183
1999	158.67	16	4.63	68.9	1.25	251.25	579.45	394.75	81.3	238.35	313.93	0	0.8163
1999	158.71	17	4.7	65.04	2.27	285.65	481.1	320.35	59.5	238.95	313.46	0	0.8119
1999	158.75	18	4.57	71.15	1.64	266.25	224.9	149.95	2.08	240.8	309.75	0	0.8076
1999	158.79	19	4.2	75.55	1.69	271.9	44.21	40.4	-42.58	242.15	306.05	0	0.8033
1999	158.83	20	4.98	76.55	1.45	281.65	40.08	35.24	-40.14	246.7	306.74	0	0.7991
1999	158.87	21	5.41	79.05	1.19	276.85	33.24	27.69	-35.88	257.65	309.11	0	0.7949
1999	158.92	22	5.11	80.7	0.87	271.5	20.1	16.39	-28.2	272.55	310.51	0	0.7938
1999	158.96	23	4.69	85.6	1.15	288.4	9.18	7.7	-17.26	292.7	314.23	0	0.7897
1999	159	0	4.08	87.55	1.97	240.1	6.07	5.81	-43.47	247.45	306.49	0	0.7856
1999	159.04	1	4.27	86	1.49	270.75	10.04	8.41	-34.25	266.35	309.46	0	0.7879
1999	159.08	2	4.9	84.95	1.4	288.7	35.32	26.69	-9.09	291.8	315.11	0	0.7838
1999	159.13	3	3.95	87.75	1.07	334.75	31.92	25.86	-18.52	278.3	310.89	0	0.78
1999	159.17	4	3.88	88.7	0.89	134.65	75.73	65.01	-15.82	283.7	313.4	0	0.7762
1999	159.21	5	4.47	87.3	0.96	280.75	249.75	230.05	-52.08	256.05	316	0	0.7722
1999	159.25	6	3.68	87.9	1.3	282.7	196.35	176.05	-50.24	246.05	312.04	0	0.7682
1999	159.29	7	4.56	82	1.41	314.65	399.2	340.45	-36.03	253.05	316	0	0.7643
1999	159.33	8	4.84	79.65	1.52	261	539.95	445.3	-12.1	253.6	316	0	0.7605
1999	159.38	9	4.66	81	0.69	295.15	626.75	499.35	13.12	253.35	316	0	0.8061
1999	159.42	10	4.99	81.85	0.68	268.2	729	561.55	55.78	257.1	316	0	0.8572
1999	159.46	11	5.22	72.11	5.22	276.45	750	559.95	92.4	253.75	315.83	0	0.9256
1999	159.5	12	5.57	73.3	6.7	296.15	771.5	559.5	122.9	253.25	316	0	1.0006
1999	159.54	13	5.64	75.15	5.89	286.25	770.5	549.6	128.5	255.45	315.97	0	1.0765
1999	159.58	14	6.14	71.5	5.64	286.4	741.5	516.85	125.45	254.85	316	0	1.1465
1999	159.63	15	6.09	72.85	5.11	273	684.95	466.75	110.05	257.55	315.85	0	1.2043
1999	159.67	16	6.21	73.45	4.9	270.65	422.3	300.65	51.57	278	316	0	1.2214
1999	159.71	17	5.88	75.3	5.18	288.85	264.05	188.3	15.35	265.2	315.6	0	1.2108
1999	159.75	18	5.39	77	5.47	288.35	65.49	56.67	-43.97	246.95	315.14	0	1.1978
1999	159.79	19	5.09	75.5	4.23	297.75	55.31	47.4	-42.94	247.05	314.26	0	1.185
1999	159.83	20	5.9	65.73	1.99	311.2	33.67	30.38	-51.35	243.5	312.16	0	1.1724
1999	159.88	21	5.31	65.86	1.24	310.5	23.23	21.05	-50.72	242.85	307.9	0	1.1601
1999	159.92	22	5.12	66.01	2.07	282.45	14.87	13.64	-49.87	242.15	306.26	0	1.148
1999	159.96	23	4.83	68.04	2.42	275.65	8.73	8.11	-49.36	241.4	303.9	0	1.136
1999	160	0	5.64	66.72	2.1	274.45	6.13	5.78	-50.72	243.95	302.95	0	1.1243
1999	160.04	1	6.6	67.04	2.95	265.4	8.05	7.3	-54.53	245.5	308.35	0	1.113
1999	160.08	2	6.73	65.43	3.72	269	14.61	13.04	-56	245.65	311.2	0	1.1069
1999	160.12	3	6.6	68.13	5.55	248.65	24.81	22.15	-54.46	248.4	314.82	0	1.1016
1999	160.17	4	6.26	69.6	5.35	247.2	74.68	67.36	-46.92	250	315.8	0	1.1127
1999	160.21	5	6.71	68.99	4.91	244.95	223.45	196.05	-32.66	254.25	316	0	1.1367
1999	160.25	6	6.82	68.17	4.36	239.65	344.7	291.7	-27.06	258.95	316	0	1.1346
1999	160.29	7	7.09	67.6	3.92	244.45	457.6	376.95	-20.67	262.65	316	0	1.1347
1999	160.33	8	7.06	68.18	4.18	243.15	553.2	446	15.08	260.45	316	0	1.1463
1999	160.38	9	7.4	69.1	4.68	252	637.45	499.85	50.99	260.95	316	0	1.2402
1999	160.42	10	7.68	68.93	3.77	242.2	705.85	539.7	78	262.35	316	0	1.3452
1999	160.46	11	8.18	65.12	3.03	236.55	747	558.4	90.45	264.65	315.98	0	1.4165
1999	160.5	12	8.26	62.4	3.24	234.35	524	392.95	44.7	269.3	315.89	0	1.5612
1999	160.54	13	8.5	63.92	4.84	249.9	581.45	430.15	75.23	288	316	0	1.7365
1999	160.58	14	9.23	62.53	4.17	266.5	677.9	483.65	100.3	282.3	316	0	1.8895
1999	160.63	15	9.21	60.69	5.14	256.05	681.35	468.55	90.25	268.6	315.83	0	1.9893
1999	160.67	16	9.18	59.22	4.49	259.85	569.45	380.9	86.75	261	315.91	0	2.0549
1999	160.71	17	9	58.49	4.07	257.95	469.15	305.35	76.15	261	315.64	0	2.1008
1999	160.75	18	9.69	56.85	3.53	267.5	284.3	182.8	34.27	266.75	315.75	0	2.1142
1999	160.79	19	9.85	54.07	3.99	272.9	81.65	63.74	-25.95	267.25	316	0	2.1053
1999	160.83	20	9.33	55.45	3.22	282.45	66.78	50.46	-26.65	265.6	315.98	0	2.0847
1999	160.88	21	8.71	58.97	2.85	278.1	37.68	29.52	-34.22	262.95	316	0	2.0715
1999	160.92	22	9.02	57.52	2.59	286.9	24.87	19.17	-31.89	274.2	315.89	0	2.0581
1999	160.96	23	8.51	61.72	2.24	287.35	12.68	9.49	-29.27	277.95	315.48	0	2.0344
1999	161	0	7.64	65.9	2.89	277.35	10.34	8.23	-38.97	261.9	314.8	0	2.0176
1999	161.04	1	8.36	63.78	3.06	267.5	11.38	9.03	-41.97	262	315.53	0	1.9997
1999	161.08	2	7.98	63.65	2.89	260.9	20.42	16.07	-36.26	267.35	315.28	0	2.0136
1999	161.13	3	9.02	61.53	4.05	288.95	29.26	24.03	-31.63	274.1	316	0	2.0183
1999	161.17	4	9.15	61.56	2.92	293.45	123.5	106.35	-29.08	263.75	316	0	2.0063
1999	161.21	5	7.98	65.26	1.56	299.75	227.25	193.15	-14.33	263.45	316	0	1.9981
1999	161.25	6	7.99	66.23	1.01	288.75	328.45	269.9	-18.48	263.1	316	0	1.9734
1999	161.29	7	8.21	66.84	1.6	287.7	436.4	349.55	-1.88	264.45	316	0	1.954
1999	161.33	8	7.64	68.01	2.1	282.25	538	418.55	27.74	266.25	316	0	1.9387
1999	161.38	9	7.93	66.69	1.72	283	634.3	477.25	60.82	268.9	316	0	2.0471
1999	161.42	10	7.73	67.46	2.01	284.55	434.95	319.5	81.95	320.05	316	0	2.1669
1999	161.46	11	7.88	67.29	2.03	285.55	373	274.1	80.95	328.55	316	0	2.2656
1999	161.5	12	7.72	67.6	2.07	285.15	325.95	241.05	67.14	324.35	316	0	2.3976
1999	161.54	13	7.99	67.06	2.14	277.65	384.25	277.2	89	329.65	316	0	2.4865
1999	161.58	14	7.36	68.74	1.81	274.5	235.45	177.7	52.42	334.35	316	0	2.5779
1999	161.63	15	7.45	69.64	2.57	293.75	208.85	160.65	44.67	333.4	316	0	2.6752
1999	161.67	16	7.88	69.26	1.34	312.7	288.8	209.55	66.54	327.6	316	0	2.7374
1999	161.71	17	7.11	73.15	1.52	300.95	185.2	136.65	42.75	328.1	316	0	2.8053
1999	161.75	18	7.34	72.45	3.67	313.3	171.6	125.5	36.78	319.4	316	0	2.8212
1999	161.79	19	7.24	64.44	3.42	295.5	143.8	102.85	22.2	305.6	316	0	2.7876
1999	161.83	20	5.88	53.72	9.78	289.3	145.55	101.45	18.22	291.8	315.85	0	2.742
1999	161.88	21	5.94	58.47	5.2	315.6	38.9	30.95	-38.86	251.95	315.43	0	2.6973
1999	161.92	22	5.22	43.57	6.87	297.85	16.51	14.43	-51.46	239.95	311.82	0	2.6534
1999	161.96	23	5.95	48.77	5.36	290.25	9.19	8.19	-53	243.45	312.66	0	2.6103
1999	162	0	5.31	48.89	4.26	321.05	7.17	6.26	-54.94	239.75	310.22	0	2.5681
1999	162.04	1	4.66	45.85	4.51	297.1	7.84	7.03	-57.06	235.9	307.5	0	2.5267
1999	162.08	2	4.01	45.21	4.09	316.85	13.8	11.88	-56.65	232.35	304.2	0	2.4861
1999	162.12	3	4.14	32.42	6.51	301.35	24.69	20.81	-54.38	231.8	302.55	0	2.4463
1999	162.17	4	4.03	32.57	7.43	299.8	135.8	113.9	-28.92	234.3	304.51	0	2.4072
1999	162.21	5	4.28	41.9	6.9	296.25	241.9	200.15	-15.05	238.15	310.66	0	2.3689
1999	162.25	6	3.57	56.61	4.76	312.45	349.2	277.15	2.64	240.15	315.62	0	2.3313
1999	162.29	7	4.42	61.22	4.25	316.05	474.5	361.65	18.81	250.3	316	0	2.2945
1999	162.33	8	4.47	66.05	2.56	326	530.45	395.65	36.94	253.9	316	0	2.2945
1999	162.38	9	5.24	72.03	3.01	304.35	438.8	320.6	52.36	279.6	316	0	2.3531
1999	162.42	10	5.53	79.05	4.77	273.6	433.85	314.75	81.05	306.9	316	0	2.4402
1999	162.46	11	6.49	79.5	3.8	306.05	405.45	294.15	79.05	310.9	316	0	2.5442
1999	162.5	12	6.39	79.65	5.61	295.35	395.05	285.7	80.95	316.05	316	0	2.6446
1999	162.54	13	6.1	81.95	5.49	286.15	353.8	260.6	71.37	321.5	316	0	2.7134
1999	162.58	14	5.6	79.75	6.89	278.25	372.15	265.3	77.7	312.2	316	0	2.7316
1999	162.63	15	6.47	57.57	4.54	310.5	332.2	233.8	70.32	305.95	315.96	0	2.7375
1999	162.67	16	6.1	55.53	5.47	197.55	301.4	211.4	65.75	309	315.77	0	4.0809
1999	162.71	17	5.08	62.24	8.97	215.9	233.9	165.15	51.12	307.5	315.67	7.5	4.395
1999	162.75	18	5.89	55.1	9.9	197.35	225.9	155.4	48.21	299.75	315.74	1.5	5.1606
1999	162.79	19	5.89	51.56	11.72	197.85	214	142.7	44.6	292.85	314.96	3.5	5.6612
1999	162.83	20	5.32	53.88	11.15	211.55	177.85	116.95	59.89	290.85	315.41	3	6.2656
1999	162.88	21	6.68	46.73	7.65	247.75	99.4	65.36	16.56	275	315.77	2.5	6.1542
1999	162.92	22	6.61	47.89	7.91	247.15	67.92	43.58	3.84	279.3	315.65	0	6.0598
1999	162.96	23	6.96	57.51	6.61	253	42.31	26.3	-8.45	280.45	315.96	0	5.9631
1999	163	0	7.08	56.92	5.69	279.7	22.59	14.36	-20.13	279.5	316	0	5.8794
1999	163.04	1	7.22	53.9	5.39	266.4	22.34	14.56	-9.75	299.2	316	0	5.8099
1999	163.08	2	6.7	55.72	5.81	308.75	32.22	21.69	7.24	317.55	316	0	5.7907
1999	163.13	3	7.37	70.34	8.55	265.2	61.79	42.08	5.52	298.8	316	0	5.8171
1999	163.17	4	7.41	79.5	7.6	253	103.8	70.96	27.42	309.2	316	0	5.9425
1999	163.21	5	8.59	81.95	9.06	260.45	110.7	79.68	17.99	318.6	316	0	6.0518
1999	163.25	6	8.46	81.55	11.84	278.35	147.25	105.05	12.74	300.9	316	0	6.0939
1999	163.29	7	8.34	78.9	11.53	283.2	294.75	205	40.9	285.9	316	0	6.1235
1999	163.33	8	9.08	74.1	7.57	285.95	407.8	284.1	59.1	282.6	316	0	6
1999	163.37	9	10.07	73.15	4.22	265.65	647.25	453.4	102.55	292	316	0	6.2839
1999	163.42	10	9.68	75.2	2.38	267.1	434.45	305.85	88.4	331.3	316	0	6.4114
1999	163.46	11	8.38	83.15	2.91	271.7	436.8	309.65	106.6	346.85	316	0	6.5753
1999	163.5	12	8.81	82.45	2.71	267.9	810.5	539.95	190.15	320.2	316	0	6.7021
1999	163.54	13	8.6	84.5	4.24	278.6	776	506.6	176.35	291.6	316	0	6.7323
1999	163.58	14	8.94	78.75	1.68	312.5	702.4	448.1	155.7	274.5	316	0	6.7533
1999	163.63	15	8.74	80.35	2	286.45	641.95	401.55	126.95	272.75	316	0	6.791
1999	163.67	16	9.64	73.5	2.89	283.25	560.9	342.85	102.45	275.6	316	0	6.7907
1999	163.71	17	10.53	68.19	1.49	310.15	465.4	274.75	95.45	276.55	316	0	6.751
1999	163.75	18	9.65	73.65	1.58	284.95	311	178.7	69.32	277.7	316	0	6.763
1999	163.79	19	9.34	74.35	2	311	123.75	82.15	33.5	328.45	316	0	6.7679
1999	163.83	20	9.39	75.85	1.7	302.6	85.65	56.72	27.3	334.15	316	0	6.7055
1999	163.87	21	9.34	77.25	1.18	278.3	55.94	36.72	4.82	310.9	316	0	6.603
1999	163.92	22	9.44	72.15	1.38	313.15	18.53	13.22	-28.8	283.5	316	0	6.4
1999	163.96	23	11.05	65.71	2.6	276.85	10.73	7.75	-35.54	280.6	316	0	6.5446
1999	164	0	12.29	62.85	4.52	250.55	6.65	4.98	-41.94	276.75	316	0	6.5473
1999	164.04	1	11.95	64.53	4.93	263.3	7.86	6.03	-41.31	277.45	316	0	6.516
1999	164.08	2	11.73	67.08	3.24	269.15	13.41	10.12	-40.03	277.25	316	0	6.5573
1999	164.13	3	11.73	65.13	7.48	256.35	27.22	20.51	-34.4	278.4	316	0	6.6284
1999	164.17	4	11.78	60.39	8.77	259.45	135.75	100.9	5.91	285.7	316	0	6.6813
1999	164.21	5	11.98	56.78	7.69	266.2	213.45	165.65	-3.5	279.75	316	0	6.7539
1999	164.25	6	12.38	55.35	7.3	267.1	327.65	247.1	7.36	281.65	316	0	6.7799
1999	164.29	7	12.42	53.74	8.09	264.9	430.3	316.1	12.72	283.05	316	0	6.7846
1999	164.33	8	12.26	50.17	8.04	253.9	530.2	380.1	53.58	280	316	0	6.7779
1999	164.38	9	12.2	47.18	8.4	257.85	623	434.75	101.8	274.9	316	0	6.8213
1999	164.42	10	11.88	48.26	7.02	259	697.3	474.85	137.2	272.15	316	0	6.8918
1999	164.46	11	11.87	52.97	5.51	260.75	760.5	508.15	166.1	275.75	316	0	6.9399
1999	164.5	12	11.82	51.85	3.98	267.4	741.5	488.65	161.05	276.35	316	0	6.9851
1999	164.54	13	12.12	49.83	2.74	277.85	759.5	494.3	174.3	278.95	316	0	7.0207
1999	164.58	14	11.74	52.74	3.21	282.9	707.85	452.05	154.6	273.85	316	0	7.0437
1999	164.62	15	11.61	52.31	3.06	279.6	637	401.5	130.4	276.95	316	0	7.0545
1999	164.67	16	11.94	49.24	3.93	292.4	526.85	327.85	89.05	274.85	316	0	7.0389
1999	164.71	17	12.5	45.38	2.59	277.9	458.6	278.9	77.2	275.1	316	0	6.9946
1999	164.75	18	12.48	44.54	3.32	281.5	267.8	161.15	43.34	276.8	316	0	6.9547
1999	164.79	19	13.13	46.94	4.13	287.2	79.05	55.51	-18.64	281	316	0	6.8968
1999	164.83	20	13.51	47.83	2.48	298.85	72.28	48.35	-14.12	285.35	316	0	6.823
1999	164.88	21	11.85	53.42	3.14	284.35	48.33	32.1	-17.64	285.55	316	0	6.7381
1999	164.92	22	10.43	58.48	3.95	277.25	27.81	18.85	-21.83	285	316	0	6.6513
1999	164.96	23	10.9	56.4	3.49	274.5	11.65	8.18	-32.78	279.95	316	0	6.5582
1999	165	0	10.44	57.15	3.13	270.85	12.18	7.84	-30.53	282.5	316	0	6.4594
1999	165.04	1	10.89	54.29	2.61	269.1	11.73	7.79	-35.35	277.85	316	0	6.3585
1999	165.08	2	10.7	52.5	2.45	266.05	23.26	15.83	-31.27	279.4	316	0	6.2865
1999	165.12	3	10.82	51.19	2.16	295.8	58.77	40.14	-0.83	303.4	316	0	6.2106
1999	165.17	4	11.54	48.96	1.86	276.6	62.35	44.67	-7.52	296.05	316	0	6.1861
1999	165.21	5	11.19	53	2.1	267.45	116.2	84.18	17.27	320.1	316	0	6.176
1999	165.25	6	10.41	58.73	1.18	314.9	115.5	82.35	35.08	342.2	316	0	6.2174
1999	165.29	7	10.97	68.93	2.19	315.25	81.8	62.38	14.06	351.1	316	0	6.2919
1999	165.33	8	10.81	70.21	3.95	31.35	76.45	59.72	15.55	351.4	316	0	6.5554
1999	165.38	9	9.61	72.68	2.37	154.35	278.35	203	40.19	325.75	316	0.5	6.5324
1999	165.42	10	8.45	79.3	2.59	283.65	457.15	325.15	69.71	301.65	316	0	6.5376
1999	165.46	11	8.26	85.8	1.75	321.95	176.95	132.15	45.9	345.6	316	0	6.5512
1999	165.5	12	7.95	94.7	1.01	316.35	197.75	147.05	55.29	351.5	316	0	6.5773
1999	165.54	13	8.58	97.4	1.27	312.05	129.8	96.05	38.53	353.1	316	0	6.6957
1999	165.58	14	9.45	95.05	5.52	43.25	85.85	66.07	29.45	355.15	316	0	8.3848
1999	165.63	15	9.78	91.7	4.26	175.1	104.65	83.01	28.03	354.95	316	3	10.6034
1999	165.67	16	6.86	86.45	12.17	287.95	149.5	110.2	16.9	322.1	316	6.5	11.2578
1999	165.71	17	4.47	85.75	12.49	283.55	169.75	116.8	19.77	278.65	315.76	4.5	11.149
1999	165.75	18	2.95	93.7	11.14	232.85	50.67	39.81	8.01	318.6	316	1.5	10.9667
1999	165.79	19	2.63	91.45	8.74	202.4	23.77	19.76	3.99	319.6	315.77	1	10.804
1999	165.83	20	2.22	88.85	9.64	219.15	15.04	12.82	1.47	318.25	316	2.5	10.688
1999	165.88	21	2.53	87.9	12.35	219.7	18.19	15.15	1.07	316.95	315.46	3	10.8058
1999	165.92	22	2.21	85.9	13.76	209.65	16.5	12.53	0.76	315.7	315.06	15	10.6053
1999	165.96	23	1.71	85.6	14.66	211.95	10.81	8.51	-0.63	314.65	314.77	3	10.3821
1999	166	0	1.64	87.6	8.17	221.05	6.52	5.71	-0.76	314.3	314.5	0	10.177
1999	166.04	1	1.58	88.85	7.06	274.2	7.3	5.98	-1.15	313.6	315.02	2	9.9804
1999	166.08	2	2.19	90.55	7.35	293.4	9.36	7.7	0.64	315.65	315.38	0.5	9.7904
1999	166.13	3	2.16	92.5	7.52	333.3	20.65	16.37	3.75	317.65	315.82	0.5	9.5983
1999	166.17	4	2.55	87.25	7.59	334.55	67.51	52.45	12.4	318.3	316	0	9.4196
1999	166.21	5	2.44	89.95	6.45	287.95	201.75	156.05	28.79	315.05	315.98	0	9.2476
1999	166.25	6	2.01	85.75	11.01	277.4	450.3	340.85	30.87	275.7	315.95	1	9.0823
1999	166.29	7	3.01	75.52	9.82	262.5	437.95	336.7	5.4	260.15	315.46	0.5	9.8371
1999	166.33	8	4.38	64.65	13.15	274.85	338.25	257.7	15.76	275.7	315.68	7	9.9386
1999	166.37	9	4.28	83.05	12.33	272	202.55	155.05	27.35	303.85	315.84	2	10
1999	166.42	10	4.45	86.95	9.86	266.95	262.85	202.75	43.15	317.45	316	1.5	9.9035
